component_name,correlation_r,abs_correlation,p_value
cas_vs_current_layer_per_head_layer_7_head_20,-0.01975,0.01975,0.76577
ecs_prompt_specific_layer_per_head_layer_0_head_16,-0.01974,0.01974,0.76591
cas_vs_final_layer_per_head_layer_13_head_11,0.01973,0.01973,0.76596
cas_vs_final_layer_per_head_layer_13_head_20,-0.01963,0.01963,0.76719
cas_vs_final_layer_per_head_layer_20_head_8,0.01961,0.01961,0.76735
cas_vs_final_layer_per_head_layer_17_head_6,0.01959,0.01959,0.76757
cas_vs_current_layer_per_head_layer_7_head_15,0.01956,0.01956,0.76795
cas_alt_vs_current_layer_per_head_layer_25_head_16,-0.01955,0.01955,0.76804
cas_alt_vs_current_layer_per_head_layer_7_head_20,0.01953,0.01953,0.76827
ecs_prompt_specific_layer_per_head_layer_15_head_12,-0.01952,0.01952,0.76844
cas_vs_final_layer_per_head_layer_22_head_2,0.01948,0.01948,0.76888
ecs_specific_layer_per_head_layer_16_head_2,-0.01944,0.01944,0.76929
bos_attention_proportion_per_head_layer_22_head_2,-0.01944,0.01944,0.76931
cas_vs_final_layer_per_head_layer_18_head_16,-0.01944,0.01944,0.76933
ecs_prompt_specific_layer_per_head_layer_0_head_9,-0.01944,0.01944,0.76938
cas_vs_final_layer_per_head_layer_20_head_15,-0.01941,0.01941,0.76968
ecs_prompt_specific_layer_per_head_layer_12_head_6,0.01940,0.01940,0.76978
cas_vs_current_layer_per_head_layer_16_head_6,0.01939,0.01939,0.76987
cas_alt_vs_current_layer_per_head_layer_3_head_11,0.01936,0.01936,0.77030
cas_alt_vs_current_layer_per_head_layer_23_head_15,-0.01934,0.01934,0.77049
ecs_specific_layer_per_head_layer_4_head_12,0.01930,0.01930,0.77092
cas_alt_vs_current_layer_per_head_layer_3_head_1,-0.01927,0.01927,0.77133
bos_attention_proportion_per_head_layer_25_head_5,-0.01926,0.01926,0.77144
cas_alt_vs_current_layer_per_head_layer_22_head_1,0.01924,0.01924,0.77168
attention_entropy_per_head_layer_8_head_7,-0.01922,0.01922,0.77189
cas_vs_current_layer_per_head_layer_15_head_6,0.01921,0.01921,0.77197
bos_attention_proportion_per_head_layer_9_head_14,0.01914,0.01914,0.77276
cas_vs_current_layer_per_head_layer_17_head_10,-0.01914,0.01914,0.77283
cas_vs_final_layer_per_head_layer_18_head_1,0.01911,0.01911,0.77309
attention_entropy_per_head_layer_15_head_22,0.01911,0.01911,0.77309
cas_vs_final_layer_per_head_layer_3_head_16,0.01910,0.01910,0.77324
cas_vs_current_layer_per_head_layer_13_head_1,-0.01909,0.01909,0.77339
cas_alt_vs_current_layer_per_head_layer_6_head_9,0.01906,0.01906,0.77375
attention_entropy_per_head_layer_25_head_4,0.01905,0.01905,0.77378
cas_alt_vs_current_layer_per_head_layer_22_head_4,0.01903,0.01903,0.77407
cas_vs_final_layer_per_head_layer_2_head_18,0.01893,0.01893,0.77523
ecs_specific_layer_per_head_layer_9_head_23,-0.01889,0.01889,0.77565
v_attn_norm_per_layer_layer_8,0.01888,0.01888,0.77583
cas_alt_vs_current_layer_per_head_layer_5_head_21,0.01886,0.01886,0.77601
ecs_specific_layer_per_head_layer_2_head_0,0.01883,0.01883,0.77634
cas_vs_current_layer_per_head_layer_7_head_18,0.01881,0.01881,0.77662
cas_vs_final_layer_per_head_layer_19_head_0,0.01878,0.01878,0.77690
cas_alt_vs_current_layer_per_head_layer_21_head_17,-0.01874,0.01874,0.77745
cas_vs_final_layer_per_head_layer_27_head_15,0.01870,0.01870,0.77788
cas_vs_current_layer_per_head_layer_27_head_15,0.01870,0.01870,0.77788
cas_vs_current_layer_per_head_layer_20_head_18,-0.01868,0.01868,0.77816
attention_entropy_per_head_layer_3_head_1,-0.01864,0.01864,0.77858
ecs_prompt_specific_layer_per_head_layer_0_head_20,-0.01863,0.01863,0.77869
cas_vs_current_layer_per_head_layer_18_head_15,-0.01858,0.01858,0.77929
cas_vs_final_layer_per_head_layer_13_head_2,-0.01854,0.01854,0.77969
cas_vs_current_layer_per_head_layer_18_head_13,-0.01849,0.01849,0.78035
cas_vs_final_layer_per_head_layer_9_head_9,-0.01842,0.01842,0.78110
cas_alt_vs_current_layer_per_head_layer_25_head_2,-0.01841,0.01841,0.78127
cas_vs_final_layer_per_head_layer_14_head_22,0.01839,0.01839,0.78150
cas_vs_final_layer_per_head_layer_19_head_16,0.01839,0.01839,0.78150
ecs_prompt_specific_layer_per_head_layer_15_head_7,-0.01836,0.01836,0.78184
ecs_specific_layer_per_head_layer_4_head_18,-0.01835,0.01835,0.78189
ecs_specific_layer_per_head_layer_5_head_13,0.01828,0.01828,0.78280
bos_attention_proportion_per_head_layer_19_head_19,0.01827,0.01827,0.78291
cas_vs_current_layer_per_head_layer_3_head_5,0.01823,0.01823,0.78330
cas_vs_final_layer_per_head_layer_15_head_2,0.01821,0.01821,0.78361
ecs_specific_layer_per_head_layer_16_head_5,0.01819,0.01819,0.78379
cas_alt_vs_current_layer_per_head_layer_5_head_15,0.01819,0.01819,0.78383
cas_vs_current_layer_per_head_layer_21_head_10,-0.01818,0.01818,0.78391
cas_vs_current_layer_per_head_layer_22_head_2,-0.01817,0.01817,0.78400
cas_vs_current_layer_per_head_layer_22_head_12,-0.01817,0.01817,0.78405
cas_vs_final_layer_per_head_layer_12_head_14,-0.01816,0.01816,0.78411
bos_attention_proportion_per_head_layer_3_head_0,0.01803,0.01803,0.78563
cas_vs_final_layer_per_head_layer_20_head_13,-0.01800,0.01800,0.78598
cas_vs_final_layer_per_head_layer_8_head_3,-0.01798,0.01798,0.78626
bos_attention_proportion_per_head_layer_27_head_16,-0.01791,0.01791,0.78703
cos_sim_pre_post_ffn_per_layer_layer_19,0.01781,0.01781,0.78821
attention_entropy_per_head_layer_23_head_15,-0.01781,0.01781,0.78822
cas_vs_current_layer_per_head_layer_27_head_17,0.01780,0.01780,0.78832
cas_vs_final_layer_per_head_layer_27_head_17,0.01780,0.01780,0.78832
cas_vs_final_layer_per_head_layer_13_head_21,-0.01779,0.01779,0.78837
bos_attention_proportion_per_head_layer_19_head_23,0.01776,0.01776,0.78882
cas_vs_current_layer_per_head_layer_17_head_0,0.01775,0.01775,0.78891
ecs_specific_layer_per_head_layer_21_head_5,-0.01771,0.01771,0.78938
cas_vs_final_layer_per_head_layer_24_head_6,0.01769,0.01769,0.78958
cas_vs_final_layer_per_head_layer_6_head_14,0.01766,0.01766,0.78999
bos_attention_proportion_per_head_layer_5_head_4,0.01762,0.01762,0.79037
attention_entropy_per_head_layer_1_head_1,0.01760,0.01760,0.79061
ecs_prompt_specific_layer_per_head_layer_20_head_21,-0.01758,0.01758,0.79088
cas_alt_vs_current_layer_per_head_layer_19_head_15,0.01755,0.01755,0.79120
cas_alt_vs_current_layer_per_head_layer_7_head_15,0.01754,0.01754,0.79136
ecs_prompt_specific_layer_per_head_layer_13_head_13,-0.01742,0.01742,0.79268
cas_vs_final_layer_per_head_layer_19_head_8,0.01742,0.01742,0.79273
bos_attention_proportion_per_head_layer_18_head_6,-0.01732,0.01732,0.79394
ecs_prompt_specific_layer_per_head_layer_21_head_22,-0.01731,0.01731,0.79400
ecs_specific_layer_per_head_layer_21_head_19,-0.01730,0.01730,0.79409
cas_alt_vs_current_layer_per_head_layer_3_head_9,0.01725,0.01725,0.79466
cas_vs_current_layer_per_head_layer_10_head_4,-0.01724,0.01724,0.79486
cas_vs_current_layer_per_head_layer_15_head_14,-0.01723,0.01723,0.79496
cas_vs_final_layer_per_head_layer_21_head_3,0.01721,0.01721,0.79514
ecs_specific_layer_per_head_layer_16_head_6,-0.01717,0.01717,0.79568
bos_attention_proportion_per_head_layer_14_head_9,-0.01716,0.01716,0.79570
cas_vs_final_layer_per_head_layer_5_head_3,0.01711,0.01711,0.79635
cas_alt_vs_current_layer_per_head_layer_3_head_19,0.01710,0.01710,0.79642
bos_attention_proportion_per_head_layer_23_head_2,0.01706,0.01706,0.79691
ecs_prompt_specific_layer_per_head_layer_16_head_16,-0.01705,0.01705,0.79709
cos_sim_input_post_ffn_per_layer_layer_22,-0.01699,0.01699,0.79773
ecs_specific_layer_per_head_layer_8_head_18,0.01698,0.01698,0.79785
ecs_specific_layer_per_head_layer_16_head_9,-0.01695,0.01695,0.79824
cas_vs_current_layer_per_head_layer_15_head_8,-0.01694,0.01694,0.79828
ecs_prompt_specific_layer_per_head_layer_15_head_23,-0.01688,0.01688,0.79901
cas_vs_final_layer_per_head_layer_20_head_19,0.01684,0.01684,0.79945
cas_vs_current_layer_per_head_layer_23_head_22,-0.01684,0.01684,0.79950
cas_vs_final_layer_per_head_layer_17_head_17,0.01682,0.01682,0.79971
cas_vs_final_layer_per_head_layer_16_head_5,0.01681,0.01681,0.79986
cas_vs_final_layer_per_head_layer_7_head_4,0.01678,0.01678,0.80014
ecs_specific_layer_per_head_layer_10_head_23,-0.01674,0.01674,0.80061
cas_vs_final_layer_per_head_layer_9_head_1,-0.01674,0.01674,0.80065
ecs_specific_layer_per_head_layer_0_head_15,0.01666,0.01666,0.80154
cas_vs_current_layer_per_head_layer_15_head_17,0.01662,0.01662,0.80204
cas_vs_final_layer_per_head_layer_10_head_2,-0.01661,0.01661,0.80212
cas_vs_current_layer_per_head_layer_7_head_19,0.01661,0.01661,0.80222
x_pre_ffn_norm_per_layer_layer_5,0.01657,0.01657,0.80262
cas_vs_current_layer_per_head_layer_0_head_3,-0.01657,0.01657,0.80264
attention_entropy_per_head_layer_4_head_22,-0.01655,0.01655,0.80282
bos_attention_proportion_per_head_layer_1_head_15,0.01653,0.01653,0.80311
cas_vs_current_layer_per_head_layer_4_head_19,0.01650,0.01650,0.80346
cas_vs_final_layer_per_head_layer_5_head_5,0.01647,0.01647,0.80380
ecs_prompt_specific_layer_per_head_layer_0_head_3,-0.01642,0.01642,0.80440
ecs_specific_layer_per_head_layer_0_head_11,0.01638,0.01638,0.80483
ecs_specific_layer_per_head_layer_21_head_3,-0.01636,0.01636,0.80506
bos_attention_proportion_per_head_layer_9_head_8,0.01634,0.01634,0.80527
ecs_specific_layer_per_head_layer_8_head_4,-0.01632,0.01632,0.80559
cas_alt_vs_current_layer_per_head_layer_22_head_2,-0.01630,0.01630,0.80575
cas_vs_final_layer_per_head_layer_1_head_4,0.01630,0.01630,0.80580
attention_entropy_per_head_layer_15_head_15,0.01626,0.01626,0.80626
cas_alt_vs_current_layer_per_head_layer_0_head_21,-0.01625,0.01625,0.80638
bos_attention_proportion_per_head_layer_21_head_21,0.01624,0.01624,0.80644
bos_attention_proportion_per_head_layer_13_head_14,-0.01619,0.01619,0.80702
cas_vs_final_layer_per_head_layer_10_head_5,-0.01617,0.01617,0.80727
x_pre_ffn_norm_per_layer_layer_0,0.01617,0.01617,0.80728
cas_vs_current_layer_per_head_layer_9_head_12,0.01617,0.01617,0.80728
ecs_specific_layer_per_head_layer_21_head_22,-0.01614,0.01614,0.80763
ecs_specific_layer_per_head_layer_20_head_21,-0.01613,0.01613,0.80775
cas_vs_current_layer_per_head_layer_21_head_23,-0.01611,0.01611,0.80794
bos_attention_proportion_per_head_layer_13_head_19,-0.01610,0.01610,0.80813
ecs_specific_layer_per_head_layer_21_head_12,-0.01604,0.01604,0.80882
cas_alt_vs_current_layer_per_head_layer_24_head_20,-0.01603,0.01603,0.80896
cas_vs_current_layer_per_head_layer_20_head_8,-0.01599,0.01599,0.80939
cas_vs_final_layer_per_head_layer_22_head_9,-0.01592,0.01592,0.81025
cas_vs_current_layer_per_head_layer_14_head_16,0.01589,0.01589,0.81062
cas_vs_final_layer_per_head_layer_1_head_11,0.01586,0.01586,0.81089
ecs_specific_layer_per_head_layer_8_head_12,0.01585,0.01585,0.81100
cas_vs_final_layer_per_head_layer_5_head_2,0.01584,0.01584,0.81117
cas_vs_current_layer_per_head_layer_2_head_7,-0.01583,0.01583,0.81122
bos_attention_proportion_per_head_layer_5_head_19,0.01576,0.01576,0.81211
cas_vs_current_layer_per_head_layer_7_head_4,-0.01574,0.01574,0.81229
cas_alt_vs_current_layer_per_head_layer_24_head_5,-0.01574,0.01574,0.81229
cas_alt_vs_current_layer_per_head_layer_21_head_18,0.01574,0.01574,0.81232
cas_vs_final_layer_per_head_layer_27_head_1,0.01573,0.01573,0.81242
cas_vs_current_layer_per_head_layer_27_head_1,0.01573,0.01573,0.81242
bos_attention_proportion_per_head_layer_22_head_3,-0.01570,0.01570,0.81284
cas_vs_final_layer_per_head_layer_10_head_22,0.01569,0.01569,0.81292
cas_vs_current_layer_per_head_layer_18_head_7,-0.01568,0.01568,0.81299
cas_vs_current_layer_per_head_layer_21_head_21,-0.01563,0.01563,0.81362
cas_vs_current_layer_per_head_layer_2_head_14,0.01560,0.01560,0.81401
ecs_specific_layer_per_head_layer_20_head_5,-0.01558,0.01558,0.81415
cas_vs_final_layer_per_head_layer_18_head_15,0.01558,0.01558,0.81419
bos_attention_proportion_per_head_layer_16_head_14,0.01557,0.01557,0.81429
cas_alt_vs_current_layer_per_head_layer_7_head_7,0.01556,0.01556,0.81440
cas_vs_current_layer_per_head_layer_21_head_15,0.01554,0.01554,0.81462
ecs_specific_layer_per_head_layer_12_head_15,-0.01554,0.01554,0.81471
x_pre_ffn_norm_per_layer_layer_1,0.01552,0.01552,0.81495
cas_alt_vs_current_layer_per_head_layer_24_head_11,-0.01550,0.01550,0.81511
cas_vs_final_layer_per_head_layer_13_head_13,-0.01549,0.01549,0.81530
cas_vs_final_layer_per_head_layer_4_head_1,-0.01543,0.01543,0.81593
ecs_specific_layer_per_head_layer_10_head_4,-0.01543,0.01543,0.81601
cas_vs_current_layer_per_head_layer_22_head_20,-0.01542,0.01542,0.81602
attention_entropy_per_head_layer_18_head_19,-0.01542,0.01542,0.81612
ecs_prompt_specific_layer_per_head_layer_15_head_6,-0.01531,0.01531,0.81735
ecs_prompt_specific_layer_per_head_layer_21_head_19,-0.01529,0.01529,0.81762
cos_sim_input_pre_ffn_per_layer_layer_9,-0.01527,0.01527,0.81788
cas_vs_final_layer_per_head_layer_9_head_22,0.01526,0.01526,0.81791
cas_vs_current_layer_per_head_layer_2_head_23,0.01526,0.01526,0.81794
cas_alt_vs_current_layer_per_head_layer_0_head_23,0.01525,0.01525,0.81811
ecs_specific_layer_per_head_layer_16_head_1,-0.01523,0.01523,0.81833
cas_vs_current_layer_per_head_layer_23_head_6,0.01521,0.01521,0.81849
cas_alt_vs_current_layer_per_head_layer_7_head_4,-0.01521,0.01521,0.81849
cas_alt_vs_current_layer_per_head_layer_21_head_15,0.01515,0.01515,0.81920
ecs_specific_layer_per_head_layer_7_head_3,0.01512,0.01512,0.81961
ecs_specific_layer_per_head_layer_9_head_22,-0.01503,0.01503,0.82069
cas_vs_current_layer_per_head_layer_21_head_7,-0.01502,0.01502,0.82079
cas_vs_current_layer_per_head_layer_21_head_19,-0.01500,0.01500,0.82099
cas_vs_current_layer_per_head_layer_18_head_11,-0.01500,0.01500,0.82101
bos_attention_proportion_per_head_layer_2_head_11,-0.01499,0.01499,0.82117
attention_entropy_per_head_layer_1_head_22,-0.01498,0.01498,0.82125
cas_alt_vs_current_layer_per_head_layer_1_head_20,0.01494,0.01494,0.82168
cas_vs_current_layer_per_head_layer_10_head_5,0.01492,0.01492,0.82193
ecs_specific_layer_per_head_layer_9_head_21,-0.01489,0.01489,0.82225
ecs_specific_layer_per_head_layer_12_head_2,-0.01485,0.01485,0.82273
cas_alt_vs_current_layer_per_head_layer_25_head_19,-0.01482,0.01482,0.82307
cas_alt_vs_current_layer_per_head_layer_23_head_6,0.01482,0.01482,0.82309
cas_vs_current_layer_per_head_layer_16_head_7,0.01480,0.01480,0.82330
cas_vs_final_layer_per_head_layer_4_head_3,-0.01480,0.01480,0.82339
cas_vs_final_layer_per_head_layer_12_head_20,0.01474,0.01474,0.82399
cas_alt_vs_current_layer_per_head_layer_1_head_3,0.01474,0.01474,0.82400
ecs_prompt_specific_layer_per_head_layer_0_head_10,-0.01474,0.01474,0.82404
ecs_specific_layer_per_head_layer_0_head_20,-0.01473,0.01473,0.82413
cas_vs_final_layer_per_head_layer_4_head_12,-0.01473,0.01473,0.82417
v_ffn_norm_per_layer_layer_0,0.01472,0.01472,0.82427
cas_vs_final_layer_per_head_layer_10_head_11,0.01471,0.01471,0.82437
cas_vs_current_layer_per_head_layer_2_head_19,0.01469,0.01469,0.82464
cas_vs_current_layer_per_head_layer_20_head_20,-0.01468,0.01468,0.82470
ecs_specific_layer_per_head_layer_10_head_3,0.01466,0.01466,0.82501
attention_entropy_per_head_layer_0_head_6,-0.01464,0.01464,0.82521
cas_vs_final_layer_per_head_layer_19_head_13,0.01454,0.01454,0.82643
ecs_prompt_specific_layer_per_head_layer_15_head_3,-0.01446,0.01446,0.82735
attention_entropy_per_head_layer_9_head_3,-0.01444,0.01444,0.82759
cas_alt_vs_current_layer_per_head_layer_22_head_9,0.01437,0.01437,0.82842
ecs_specific_layer_per_head_layer_12_head_10,0.01428,0.01428,0.82944
bos_attention_proportion_per_head_layer_15_head_2,-0.01422,0.01422,0.83022
cas_vs_final_layer_per_head_layer_27_head_3,-0.01421,0.01421,0.83029
cas_vs_current_layer_per_head_layer_27_head_3,-0.01421,0.01421,0.83029
cas_vs_final_layer_per_head_layer_10_head_23,-0.01420,0.01420,0.83041
ecs_specific_layer_per_head_layer_2_head_20,0.01416,0.01416,0.83092
attention_entropy_per_head_layer_13_head_10,-0.01415,0.01415,0.83093
cas_vs_current_layer_per_head_layer_2_head_17,-0.01410,0.01410,0.83152
cas_alt_vs_current_layer_per_head_layer_22_head_7,0.01410,0.01410,0.83159
ecs_specific_layer_per_head_layer_12_head_14,-0.01409,0.01409,0.83165
x_pre_ffn_norm_per_layer_layer_6,0.01399,0.01399,0.83291
ecs_specific_layer_per_head_layer_8_head_11,0.01398,0.01398,0.83298
ecs_prompt_specific_layer_per_head_layer_1_head_2,0.01397,0.01397,0.83306
cas_vs_final_layer_per_head_layer_0_head_18,0.01397,0.01397,0.83309
cas_vs_current_layer_per_head_layer_16_head_14,-0.01396,0.01396,0.83319
cas_vs_final_layer_per_head_layer_24_head_23,0.01396,0.01396,0.83320
cas_vs_final_layer_per_head_layer_27_head_16,-0.01388,0.01388,0.83414
cas_vs_current_layer_per_head_layer_27_head_16,-0.01388,0.01388,0.83414
cas_vs_current_layer_per_head_layer_10_head_23,0.01388,0.01388,0.83420
bos_attention_proportion_per_head_layer_9_head_21,0.01387,0.01387,0.83432
ecs_specific_layer_per_head_layer_8_head_23,0.01386,0.01386,0.83443
pos_score_per_layer_layer_3,0.01379,0.01379,0.83519
pos_cos_similarity_per_layer_layer_3,0.01379,0.01379,0.83519
ecs_prompt_specific_layer_per_head_layer_15_head_18,0.01378,0.01378,0.83535
ecs_specific_layer_per_head_layer_8_head_14,0.01373,0.01373,0.83598
cas_vs_current_layer_per_head_layer_9_head_3,0.01371,0.01371,0.83612
cas_alt_vs_current_layer_per_head_layer_0_head_5,0.01367,0.01367,0.83660
cas_vs_final_layer_per_head_layer_8_head_6,0.01363,0.01363,0.83709
cas_vs_final_layer_per_head_layer_20_head_12,-0.01362,0.01362,0.83722
cas_alt_vs_current_layer_per_head_layer_25_head_20,-0.01359,0.01359,0.83753
cas_vs_final_layer_per_head_layer_27_head_12,-0.01359,0.01359,0.83758
cas_vs_current_layer_per_head_layer_27_head_12,-0.01359,0.01359,0.83758
bos_attention_proportion_per_head_layer_2_head_7,0.01353,0.01353,0.83825
ecs_specific_layer_per_head_layer_2_head_23,-0.01340,0.01340,0.83979
cas_alt_vs_current_layer_per_head_layer_25_head_15,0.01339,0.01339,0.83991
cos_sim_input_post_ffn_per_layer_layer_8,0.01335,0.01335,0.84036
cas_alt_vs_current_layer_per_head_layer_22_head_0,-0.01335,0.01335,0.84037
ecs_specific_layer_per_head_layer_21_head_21,-0.01333,0.01333,0.84066
cas_vs_final_layer_per_head_layer_5_head_20,0.01327,0.01327,0.84137
ecs_prompt_specific_layer_per_head_layer_16_head_12,-0.01327,0.01327,0.84141
cas_alt_vs_current_layer_per_head_layer_25_head_11,-0.01323,0.01323,0.84177
cas_alt_vs_current_layer_per_head_layer_1_head_5,0.01320,0.01320,0.84222
ecs_specific_layer_per_head_layer_15_head_1,-0.01318,0.01318,0.84242
ecs_prompt_specific_layer_per_head_layer_9_head_9,-0.01318,0.01318,0.84247
cas_vs_current_layer_per_head_layer_3_head_8,0.01317,0.01317,0.84257
ecs_specific_layer_per_head_layer_15_head_16,-0.01315,0.01315,0.84277
ecs_prompt_specific_layer_per_head_layer_6_head_7,-0.01314,0.01314,0.84289
semantic_drift_per_layer_layer_9,-0.01309,0.01309,0.84343
ecs_specific_layer_per_head_layer_21_head_17,-0.01309,0.01309,0.84352
ecs_specific_layer_per_head_layer_17_head_1,0.01308,0.01308,0.84355
cas_vs_final_layer_per_head_layer_22_head_15,-0.01298,0.01298,0.84477
parameter_knowledge_difference_layer_1,-0.01291,0.01291,0.84558
cas_alt_vs_current_layer_per_head_layer_3_head_20,0.01289,0.01289,0.84579
cas_vs_current_layer_per_head_layer_5_head_8,0.01289,0.01289,0.84583
cas_vs_current_layer_per_head_layer_15_head_19,0.01288,0.01288,0.84590
ecs_specific_layer_per_head_layer_16_head_13,-0.01288,0.01288,0.84601
cas_vs_final_layer_per_head_layer_5_head_23,0.01286,0.01286,0.84615
cas_vs_final_layer_per_head_layer_20_head_21,-0.01286,0.01286,0.84625
bos_attention_proportion_per_head_layer_13_head_3,0.01278,0.01278,0.84714
bos_attention_proportion_per_head_layer_27_head_1,0.01275,0.01275,0.84754
cas_vs_current_layer_per_head_layer_20_head_6,-0.01272,0.01272,0.84782
bos_attention_proportion_per_head_layer_27_head_0,-0.01272,0.01272,0.84790
cas_vs_current_layer_per_head_layer_21_head_17,0.01271,0.01271,0.84795
cas_vs_current_layer_per_head_layer_14_head_9,0.01268,0.01268,0.84833
attention_entropy_per_head_layer_13_head_17,0.01266,0.01266,0.84851
bos_attention_proportion_per_head_layer_7_head_15,0.01265,0.01265,0.84865
cas_vs_current_layer_per_head_layer_22_head_9,-0.01255,0.01255,0.84982
bos_attention_proportion_per_head_layer_2_head_6,0.01252,0.01252,0.85023
bos_attention_proportion_per_head_layer_24_head_23,0.01245,0.01245,0.85105
cas_alt_vs_current_layer_per_head_layer_21_head_13,0.01242,0.01242,0.85141
cas_vs_final_layer_per_head_layer_3_head_18,0.01239,0.01239,0.85178
cas_vs_final_layer_per_head_layer_27_head_10,0.01236,0.01236,0.85213
cas_vs_current_layer_per_head_layer_27_head_10,0.01236,0.01236,0.85213
cas_vs_current_layer_per_head_layer_10_head_13,0.01230,0.01230,0.85276
cas_vs_current_layer_per_head_layer_7_head_10,0.01230,0.01230,0.85287
bos_attention_proportion_per_head_layer_12_head_16,0.01218,0.01218,0.85428
bos_attention_proportion_per_head_layer_17_head_3,-0.01217,0.01217,0.85438
cas_vs_current_layer_per_head_layer_22_head_19,0.01208,0.01208,0.85540
cas_vs_final_layer_per_head_layer_1_head_21,0.01199,0.01199,0.85651
cas_vs_final_layer_per_head_layer_15_head_0,0.01198,0.01198,0.85665
cas_alt_vs_current_layer_per_head_layer_23_head_7,0.01195,0.01195,0.85695
cas_vs_current_layer_per_head_layer_5_head_13,-0.01187,0.01187,0.85795
cas_vs_current_layer_per_head_layer_12_head_18,0.01182,0.01182,0.85846
cas_vs_final_layer_per_head_layer_20_head_9,-0.01182,0.01182,0.85849
bos_attention_proportion_per_head_layer_23_head_7,-0.01181,0.01181,0.85867
ecs_prompt_specific_layer_per_head_layer_16_head_6,-0.01180,0.01180,0.85868
cas_alt_vs_current_layer_per_head_layer_1_head_1,0.01180,0.01180,0.85869
cas_vs_current_layer_per_head_layer_3_head_6,0.01179,0.01179,0.85880
bos_attention_proportion_per_head_layer_25_head_23,-0.01178,0.01178,0.85892
cas_vs_final_layer_per_head_layer_19_head_21,0.01175,0.01175,0.85931
ecs_prompt_specific_layer_per_head_layer_9_head_10,0.01170,0.01170,0.85992
cas_vs_current_layer_per_head_layer_9_head_10,-0.01166,0.01166,0.86039
cos_sim_pre_post_ffn_per_layer_layer_23,0.01162,0.01162,0.86086
cas_vs_final_layer_per_head_layer_22_head_6,0.01161,0.01161,0.86100
cas_vs_final_layer_per_head_layer_3_head_7,0.01159,0.01159,0.86120
cas_vs_current_layer_per_head_layer_15_head_9,0.01159,0.01159,0.86121
ecs_prompt_specific_layer_per_head_layer_21_head_13,-0.01153,0.01153,0.86193
cas_vs_current_layer_per_head_layer_13_head_7,0.01153,0.01153,0.86195
bos_attention_proportion_per_head_layer_4_head_7,-0.01151,0.01151,0.86219
cas_vs_current_layer_per_head_layer_4_head_2,0.01151,0.01151,0.86222
bos_attention_proportion_per_head_layer_9_head_15,0.01150,0.01150,0.86228
x_post_ffn_norm_per_layer_layer_8,-0.01147,0.01147,0.86265
x_input_norm_per_layer_layer_9,-0.01147,0.01147,0.86265
attention_entropy_per_head_layer_24_head_16,-0.01146,0.01146,0.86281
bos_attention_proportion_per_head_layer_23_head_12,0.01144,0.01144,0.86305
bos_attention_proportion_per_head_layer_15_head_21,-0.01139,0.01139,0.86364
ecs_specific_layer_per_head_layer_6_head_5,-0.01136,0.01136,0.86393
ecs_specific_layer_per_head_layer_5_head_7,0.01134,0.01134,0.86415
ecs_prompt_specific_layer_per_head_layer_12_head_19,-0.01133,0.01133,0.86430
cas_vs_final_layer_per_head_layer_26_head_8,0.01129,0.01129,0.86477
ecs_prompt_specific_layer_per_head_layer_16_head_10,0.01129,0.01129,0.86478
cas_alt_vs_current_layer_per_head_layer_0_head_19,-0.01127,0.01127,0.86499
cas_vs_final_layer_per_head_layer_18_head_0,-0.01122,0.01122,0.86559
cas_vs_current_layer_per_head_layer_13_head_14,0.01121,0.01121,0.86567
cas_vs_final_layer_per_head_layer_22_head_4,0.01120,0.01120,0.86584
ecs_specific_layer_per_head_layer_13_head_14,0.01119,0.01119,0.86592
bos_attention_proportion_per_head_layer_8_head_10,-0.01119,0.01119,0.86594
ecs_prompt_specific_layer_per_head_layer_21_head_17,0.01119,0.01119,0.86599
ecs_specific_layer_per_head_layer_10_head_15,-0.01117,0.01117,0.86621
cas_vs_current_layer_per_head_layer_5_head_5,-0.01116,0.01116,0.86628
ecs_specific_layer_per_head_layer_1_head_17,-0.01112,0.01112,0.86684
cas_alt_vs_current_layer_per_head_layer_22_head_14,-0.01107,0.01107,0.86739
cas_vs_current_layer_per_head_layer_3_head_23,0.01107,0.01107,0.86740
ecs_prompt_specific_layer_per_head_layer_5_head_1,0.01102,0.01102,0.86800
cas_alt_vs_current_layer_per_head_layer_22_head_19,0.01101,0.01101,0.86807
cas_vs_final_layer_per_head_layer_17_head_4,0.01101,0.01101,0.86813
cas_vs_final_layer_per_head_layer_19_head_2,-0.01100,0.01100,0.86827
cas_alt_vs_current_layer_per_head_layer_0_head_11,-0.01099,0.01099,0.86839
cas_vs_current_layer_per_head_layer_19_head_14,-0.01097,0.01097,0.86858
cas_vs_current_layer_per_head_layer_10_head_14,0.01092,0.01092,0.86913
bos_attention_proportion_per_head_layer_7_head_4,0.01090,0.01090,0.86941
cas_alt_vs_current_layer_per_head_layer_0_head_4,0.01088,0.01088,0.86969
ecs_specific_layer_per_head_layer_12_head_16,-0.01082,0.01082,0.87035
cas_alt_vs_current_layer_per_head_layer_5_head_11,0.01082,0.01082,0.87041
cas_alt_vs_current_layer_per_head_layer_3_head_21,-0.01081,0.01081,0.87053
cas_vs_current_layer_per_head_layer_5_head_22,0.01079,0.01079,0.87068
cas_alt_vs_current_layer_per_head_layer_25_head_9,-0.01068,0.01068,0.87202
attention_entropy_per_head_layer_2_head_1,-0.01067,0.01067,0.87211
ecs_specific_layer_per_head_layer_5_head_3,-0.01063,0.01063,0.87257
